Id;CodeEcole2;Ecole;CodeProvinceEducationnelle;ProvinceEduc;CodeAnnee;Annee;CodeOption;Option;PartTot;PartH;PartF;ReussTot;ReussH;ReussF
20341;81058017;COMPLEXE SCOLLEGEAIRE LA REDEMPTIO;81;KASAI-CENTRAL 1;3;2021;201;PEDAGOGIE GENERALE;21;14;7;7;4;3
20342;81058027;;81;KASAI-CENTRAL 1;3;2021;101;LATIN-PHILOSOPHIE;67;45;22;22;12;10
20343;81058036;;81;KASAI-CENTRAL 1;3;2021;101;LATIN-PHILOSOPHIE;53;35;18;18;10;8
20344;81058046;;81;KASAI-CENTRAL 1;3;2021;201;PEDAGOGIE GENERALE;53;35;18;18;10;8
20345;81059017;INSAINTITUTITUT MANOTRE DAMEANGAMANGA;81;KASAI-CENTRAL 1;3;2021;101;LATIN-PHILOSOPHIE;9;6;3;3;2;1
20346;81060017;COMPLEXE SCOLLEGEAIRE BOBOTO 2;81;KASAI-CENTRAL 1;3;2021;101;LATIN-PHILOSOPHIE;63;42;21;21;12;9
20347;81060027;COMPLEXE SCOLLEGEAIRE MONT TSHIKENGE/LA CADETTE;81;KASAI-CENTRAL 1;3;2021;201;PEDAGOGIE GENERALE;17;11;6;6;3;3
20348;81060036;COLLEGEEGE DE LA SAGESSE;81;KASAI-CENTRAL 1;3;2021;201;PEDAGOGIE GENERALE;25;17;8;8;4;4
20349;81060046;;81;KASAI-CENTRAL 1;3;2021;201;PEDAGOGIE GENERALE;12;8;4;4;2;2
20350;81060056;;81;KASAI-CENTRAL 1;3;2021;201;PEDAGOGIE GENERALE;1;1;0;0;0;0
20351;81061017;COMPLEXE SCOLLEGEAIREMAS LE SAVANT 1;81;KASAI-CENTRAL 1;3;2021;101;LATIN-PHILOSOPHIE;42;28;14;14;8;6
20352;81061029;;81;KASAI-CENTRAL 1;3;2021;101;LATIN-PHILOSOPHIE;27;18;9;9;5;4
20353;81061036;COMPLEXE SCOLLEGEAIRELA BONNE SEMENCE 2;81;KASAI-CENTRAL 1;3;2021;102;MATHEMATIQUE-PHYSIQUE;7;5;2;2;1;1
20354;81061046;;81;KASAI-CENTRAL 1;3;2021;201;PEDAGOGIE GENERALE;5;3;2;2;1;1
20355;81062017;GROUPE SCOLLEGEAIRE RELAX INTERNATIONAL SCHOOL;81;KASAI-CENTRAL 1;3;2021;201;PEDAGOGIE GENERALE;25;17;8;8;4;4
20356;81062027;COLLEGEEGE DON PETI PETI;81;KASAI-CENTRAL 1;3;2021;102;MATHEMATIQUE-PHYSIQUE;30;20;10;10;6;4
20357;81062036;COLLEGEEGE JEFFERY;81;KASAI-CENTRAL 1;3;2021;102;MATHEMATIQUE-PHYSIQUE;12;8;4;4;2;2
20358;81063016;INSAINTITUTITUT MONSEIGNEUR NOTRE DAMEUDI 2;81;KASAI-CENTRAL 1;3;2021;201;PEDAGOGIE GENERALE;3;2;1;1;1;0
20359;81064016;COMPLEXE SCOLLEGEAIRE BON BERGER;81;KASAI-CENTRAL 1;3;2021;301;COMMERCIALE ET GESTION;1;1;0;0;0;0
20360;81064026;INSAINTITUTITUT KIMPUANZA;81;KASAI-CENTRAL 1;3;2021;102;MATHEMATIQUE-PHYSIQUE;3;2;1;1;1;0
20361;81065016;AUTODIDACTES;81;KASAI-CENTRAL 1;3;2021;201;PEDAGOGIE GENERALE;9;6;3;3;2;1
20362;81066016;;81;KASAI-CENTRAL 1;3;2021;102;MATHEMATIQUE-PHYSIQUE;7;5;2;2;1;1
20363;81067016;INSAINTITUTITUT KIKIONGA NGOMA;81;KASAI-CENTRAL 1;3;2021;201;PEDAGOGIE GENERALE;21;14;7;7;4;3
20364;81067022;INSAINTITUTITUT MANOTRE DAMEU;81;KASAI-CENTRAL 1;3;2021;201;PEDAGOGIE GENERALE;6;4;2;2;1;1
20365;11002017;INSAINTITUTITUT MBATA - MAKONGO;11;KINSHASA-MONT AMBA;3;2021;301;COMMERCIALE ET GESTION;12;8;4;4;2;2
20366;12002027;INSAINTITUTITUT VUVU;;;3;2021;201;PEDAGOGIE GENERALE;39;26;13;13;7;6
20367;12002037;INSAINTITUTITUT MBATA - BANGA;;;3;2021;102;MATHEMATIQUE-PHYSIQUE;45;30;15;15;8;7
20368;12002045;INSAINTITUTITUT BAKISI;;;3;2021;102;MATHEMATIQUE-PHYSIQUE;11;7;4;4;2;2
20369;12002057;INSAINTITUTITUT MBATA NTOMBO;;;3;2021;101;LATIN-PHILOSOPHIE;37;25;12;12;7;5
20370;12002066;;;;3;2021;201;PEDAGOGIE GENERALE;27;18;9;9;5;4
20371;12002071;COLLEGE PASAINTEUR MARTIN LUTHER KIN;;;3;2021;101;LATIN-PHILOSOPHIE;21;14;7;7;4;3
20372;12002087;;;;3;2021;102;MATHEMATIQUE-PHYSIQUE;35;23;12;12;7;5
20373;12003012;INSAINTITUTITUT LUENGISA;;;3;2021;102;MATHEMATIQUE-PHYSIQUE;49;33;16;16;9;7
20374;12003022;COLLEGEEGE KASA - VUBU;;;3;2021;102;MATHEMATIQUE-PHYSIQUE;23;15;8;8;4;4
20375;12003032;AUTODIDACTES;;;3;2021;201;PEDAGOGIE GENERALE;17;11;6;6;3;3
20376;12003047;COMPLEXE SCOLLEGEAIRE SAINT JOSEPH;;;3;2021;201;PEDAGOGIE GENERALE;24;16;8;8;4;4
20377;12003057;COMPLEXE SCOLLEGEAIRE MARDOLI;;;3;2021;201;PEDAGOGIE GENERALE;3;2;1;1;1;0
20378;12003062;COMPLEXE SCOLLEGEAIRE LA CLOCHE;;;3;2021;201;PEDAGOGIE GENERALE;25;17;8;8;4;4
20379;12004017;INSAINTITUTITUT KIKIAKA;;;3;2021;201;PEDAGOGIE GENERALE;1;1;0;0;0;0
20380;12004027;INSAINTITUTITUT LA SAGESSE 2;;;3;2021;102;MATHEMATIQUE-PHYSIQUE;39;26;13;13;7;6
20381;12004037;INSAINTITUTITUT LE HAVRE DE PAIX;;;3;2021;101;LATIN-PHILOSOPHIE;31;21;10;10;6;4
20382;12004047;;;;3;2021;101;LATIN-PHILOSOPHIE;54;36;18;18;10;8
20383;12004057;LYCEE DE KANGU;;;3;2021;101;LATIN-PHILOSOPHIE;18;12;6;6;3;3
20384;12004067;INSAINTITUTITUT NSIONI 3;;;3;2021;201;PEDAGOGIE GENERALE;25;17;8;8;4;4
20385;12007017;COMPLEXE SCOLLEGEAIRE MONT THABOR;;;3;2021;102;MATHEMATIQUE-PHYSIQUE;29;19;10;10;6;4
20386;12007021;;;;3;2021;301;COMMERCIALE ET GESTION;39;26;13;13;7;6
20387;12007037;LYCEE VUVU -KIETO;;;3;2021;201;PEDAGOGIE GENERALE;25;17;8;8;4;4
20388;12007047;;;;3;2021;201;PEDAGOGIE GENERALE;13;9;4;4;2;2
20389;12007057;;;;3;2021;201;PEDAGOGIE GENERALE;19;13;6;6;3;3
20390;12007067;INSAINTITUTITUT LUVU;;;3;2021;301;COMMERCIALE ET GESTION;1;1;0;0;0;0
20391;12007077;;;;3;2021;301;COMMERCIALE ET GESTION;12;8;4;4;2;2
20392;12008017;;;;3;2021;201;PEDAGOGIE GENERALE;3;2;1;1;1;0
20393;12008027;INSAINTITUTITUT ZOLANA;;;3;2021;201;PEDAGOGIE GENERALE;1;1;0;0;0;0
20394;12011017;INSAINTITUTITUT KIMPA VITA 3;;;3;2021;101;LATIN-PHILOSOPHIE;63;42;21;21;12;9
20395;12011027;AUTODIDACTES;;;3;2021;101;LATIN-PHILOSOPHIE;49;33;16;16;9;7
20396;12011037;COMPLEXE SCOLLEGEAIRELA GRACE;;;3;2021;101;LATIN-PHILOSOPHIE;31;21;10;10;6;4
20397;12011047;INSAINTITUTITUT SUNGU;;;3;2021;101;LATIN-PHILOSOPHIE;47;31;16;16;9;7
20398;12011057;INSAINTITUTITUT SAINT CHARLES LWANGA;;;3;2021;201;PEDAGOGIE GENERALE;33;22;11;11;6;5
20399;12011067;INSAINTITUTITUT KALUNGU;;;3;2021;201;PEDAGOGIE GENERALE;7;5;2;2;1;1
20400;12011077;INSAINTITUTITUT MAZINGA LUNGA;;;3;2021;301;COMMERCIALE ET GESTION;31;21;10;10;6;4
20401;12013017;INSAINTITUTITUT KINAKU;;;3;2021;201;PEDAGOGIE GENERALE;15;10;5;5;3;2
20402;12013027;COMPLEXE SCOLLEGEAIRE LE BON BERGE;;;3;2021;301;COMMERCIALE ET GESTION;5;3;2;2;1;1
20403;12013037;COMPLEXE SCOLLEGEAIRELES JEUNES CHAMPIONS 2;;;3;2021;201;PEDAGOGIE GENERALE;6;4;2;2;1;1
20404;12013047;;;;3;2021;201;PEDAGOGIE GENERALE;11;7;4;4;2;2
20405;12013057;;;;3;2021;201;PEDAGOGIE GENERALE;12;8;4;4;2;2
20406;12013061;;;;3;2021;201;PEDAGOGIE GENERALE;5;3;2;2;1;1
20407;12013077;INSAINTITUTITUT SEBO NZOBE 2;;;3;2021;201;PEDAGOGIE GENERALE;31;21;10;10;6;4
20408;12013087;INSAINTITUTITUT PHANGALA NZOBE;;;3;2021;201;PEDAGOGIE GENERALE;1;1;0;0;0;0
20409;12013092;INSAINTITUTITUT KAI NIALI;;;3;2021;101;LATIN-PHILOSOPHIE;55;37;18;18;10;8
20410;12013107;INSAINTITUTITUT LUBUNOTRE DAMEUNU;;;3;2021;101;LATIN-PHILOSOPHIE;37;25;12;12;7;5
20411;12016017;INSAINTITUTITUT MBATA NKONOTRE DAMEO;;;3;2021;101;LATIN-PHILOSOPHIE;19;13;6;6;3;3
20412;12016027;INSAINTITUTITUT NGANOTRE DAMEA BULA;;;3;2021;102;MATHEMATIQUE-PHYSIQUE;47;31;16;16;9;7
20413;12016037;INSAINTITUTITUT REVERENOTRE DAMEERENOTRE DAME PANZU;;;3;2021;201;PEDAGOGIE GENERALE;5;3;2;2;1;1
20414;12017017;INSAINTITUTITUT TEMBILA;;;3;2021;102;MATHEMATIQUE-PHYSIQUE;19;13;6;6;3;3
20415;12017027;INSAINTITUTITUT 2 KIYENGE;;;3;2021;102;MATHEMATIQUE-PHYSIQUE;17;11;6;6;3;3
20416;12017037;INSAINTITUTITUT ZOMBA;;;3;2021;102;MATHEMATIQUE-PHYSIQUE;7;5;2;2;1;1
20417;12017047;INSAINTITUTITUT MIYINGU;;;3;2021;102;MATHEMATIQUE-PHYSIQUE;9;6;3;3;2;1
20418;12017057;INSAINTITUTITUT YEMA YANGA;;;3;2021;102;MATHEMATIQUE-PHYSIQUE;1;1;0;0;0;0
20419;12017067;;;;3;2021;201;PEDAGOGIE GENERALE;5;3;2;2;1;1
20420;12017077;;;;3;2021;101;LATIN-PHILOSOPHIE;61;41;20;20;11;9
20421;12017087;;;;3;2021;101;LATIN-PHILOSOPHIE;67;45;22;22;12;10
20422;12017097;INSAINTITUTITUT 1 MAYEMBA;;;3;2021;101;LATIN-PHILOSOPHIE;25;17;8;8;4;4
20423;12017107;;;;3;2021;102;MATHEMATIQUE-PHYSIQUE;33;22;11;11;6;5
20424;12017117;;;;3;2021;102;MATHEMATIQUE-PHYSIQUE;45;30;15;15;8;7
20425;12018010;INSAINTITUTITUT MBEMBIKA 2;;;3;2021;102;MATHEMATIQUE-PHYSIQUE;25;17;8;8;4;4
20426;12019017;ITA KAKONGO;;;3;2021;102;MATHEMATIQUE-PHYSIQUE;7;5;2;2;1;1
20427;12019027;INSAINTITUTITUT MAMBOMA;;;3;2021;102;MATHEMATIQUE-PHYSIQUE;7;5;2;2;1;1
20428;12019037;INSAINTITUTITUT MFUIKI;;;3;2021;102;MATHEMATIQUE-PHYSIQUE;17;11;6;6;3;3
20429;12019048;INSAINTITUTITUT KITSISI;;;3;2021;102;MATHEMATIQUE-PHYSIQUE;9;6;3;3;2;1
20430;12019057;PS MBATA KIELA;;;3;2021;201;PEDAGOGIE GENERALE;21;14;7;7;4;3
20431;12019067;COMPLEXE SCOLLEGEAIRE SAINT JUSAINTIN;;;3;2021;201;PEDAGOGIE GENERALE;3;2;1;1;1;0
20432;12019077;AUTODIDACTES;;;3;2021;301;COMMERCIALE ET GESTION;5;3;2;2;1;1
20433;12019087;COMPLEXE SCOLLEGEAIRESAINT ANTOINE DE PADOUE;;;3;2021;201;PEDAGOGIE GENERALE;5;3;2;2;1;1
20434;12019091;INSAINTITUTITUT LA FOURMI;;;3;2021;201;PEDAGOGIE GENERALE;3;2;1;1;1;0
20435;12022012;COMPLEXE SCOLLEGEAIRE LA GRACE 2;;;3;2021;201;PEDAGOGIE GENERALE;1;1;0;0;0;0
20436;12022027;INSAINTITUTITUT SAINT FRANCOIS XAVIER;;;3;2021;201;PEDAGOGIE GENERALE;9;6;3;3;2;1
20437;12022037;COMPLEXE SCOLLEGEAIRE ESPOIR;;;3;2021;101;LATIN-PHILOSOPHIE;96;64;32;32;18;14
20438;12022047;;;;3;2021;201;PEDAGOGIE GENERALE;7;5;2;2;1;1
20439;12022057;INSAINTITUTITUT MOBIKISI;;;3;2021;102;MATHEMATIQUE-PHYSIQUE;49;33;16;16;9;7
20440;12022067;AUTODIDACTES;;;3;2021;102;MATHEMATIQUE-PHYSIQUE;17;11;6;6;3;3
20441;12022077;COMPLEXE SCOLLEGEAIRE CITE BETHEL;;;3;2021;201;PEDAGOGIE GENERALE;5;3;2;2;1;1
20442;12022087;COMPLEXE SCOLLEGEAIRE HOREB;;;3;2021;201;PEDAGOGIE GENERALE;7;5;2;2;1;1
20443;12022097;INSAINTITUTITUT LES AMIS DE JESUS;;;3;2021;101;LATIN-PHILOSOPHIE;73;49;24;24;13;11
20444;12022107;ITAV LOANGO;;;3;2021;101;LATIN-PHILOSOPHIE;59;39;20;20;11;9
20445;12024017;INSAINTITUTITUT MBALA MVUMU;;;3;2021;101;LATIN-PHILOSOPHIE;89;59;30;30;16;14
20446;12024021;INSAINTITUTITUT DIANA;;;3;2021;201;PEDAGOGIE GENERALE;5;3;2;2;1;1
20447;12024037;INSAINTITUTITUT DOCTEUR KUVUNA;;;3;2021;201;PEDAGOGIE GENERALE;6;4;2;2;1;1
20448;12024047;;;;3;2021;201;PEDAGOGIE GENERALE;5;3;2;2;1;1
20449;12024057;;;;3;2021;201;PEDAGOGIE GENERALE;12;8;4;4;2;2
20450;12024062;INSAINTITUTITUT NAMA TSANGA;;;3;2021;101;LATIN-PHILOSOPHIE;59;39;20;20;11;9
20451;12024077;ITEL TSANGA NORD;;;3;2021;101;LATIN-PHILOSOPHIE;23;15;8;8;4;4
20452;12024087;;;;3;2021;101;LATIN-PHILOSOPHIE;24;16;8;8;4;4
20453;12024097;INSAINTITUTITUT MUNGONGO;;;3;2021;201;PEDAGOGIE GENERALE;21;14;7;7;4;3
20454;12025012;LYCEE MONAKO;;;3;2021;201;PEDAGOGIE GENERALE;3;2;1;1;1;0
20455;12025027;COMPLEXE SCOLLEGEAIREREVERENOTRE DAME PASAINT MIALA JACQUES;;;3;2021;201;PEDAGOGIE GENERALE;24;16;8;8;4;4
20456;12025037;COLLEGEEGE SAINT HUSUELTH;;;3;2021;101;LATIN-PHILOSOPHIE;89;59;30;30;16;14
20457;12025047;COMPLEXE SCOLLEGEAIRECHRISAINT NOTRE VIE;;;3;2021;102;MATHEMATIQUE-PHYSIQUE;21;14;7;7;4;3
20458;12025057;;;;3;2021;201;PEDAGOGIE GENERALE;25;17;8;8;4;4
20459;12025067;AUTODIDACTES;;;3;2021;201;PEDAGOGIE GENERALE;21;14;7;7;4;3
20460;12025077;GROUPE SCOLLEGEAIRE BONOTRE DAMEEKO;;;3;2021;201;PEDAGOGIE GENERALE;25;17;8;8;4;4
20461;12025082;COMPLEXE SCOLLEGEAIREEMERAUDE DU CONGO;;;3;2021;201;PEDAGOGIE GENERALE;3;2;1;1;1;0
20462;12027017;COMPLEXE SCOLLEGEAIRE LA COLLEGEINE;;;3;2021;301;COMMERCIALE ET GESTION;5;3;2;2;1;1
20463;12027027;INSAINTITUTITUT 2 MABEKI;;;3;2021;101;LATIN-PHILOSOPHIE;49;33;16;16;9;7
20464;12027031;COMPLEXE SCOLLEGEAIRE LA MODERNITE;;;3;2021;101;LATIN-PHILOSOPHIE;31;21;10;10;6;4
20465;12027047;COMPLEXE SCOLLEGEAIRE MONT FLEURI;;;3;2021;101;LATIN-PHILOSOPHIE;36;24;12;12;7;5
20466;12027057;LYCEE NGEDI NGEDI;;;3;2021;101;LATIN-PHILOSOPHIE;37;25;12;12;7;5
20467;12027067;;;;3;2021;201;PEDAGOGIE GENERALE;33;22;11;11;6;5
20468;12027077;;;;3;2021;301;COMMERCIALE ET GESTION;17;11;6;6;3;3
20469;12029017;;;;3;2021;301;COMMERCIALE ET GESTION;1;1;0;0;0;0
20470;12029027;COMPLEXE SCOLLEGEAIRE LES AGNEAUX;;;3;2021;101;LATIN-PHILOSOPHIE;55;37;18;18;10;8
20471;12029037;COMPLEXE SCOLLEGEAIRE ORA ET LABOR;;;3;2021;101;LATIN-PHILOSOPHIE;47;31;16;16;9;7
20472;12029047;INSAINTITUTITUT LISANGA;;;3;2021;101;LATIN-PHILOSOPHIE;30;20;10;10;6;4
20473;12029057;COLLEGEEGE NTETEMBWA;;;3;2021;102;MATHEMATIQUE-PHYSIQUE;35;23;12;12;7;5
20474;12029067;;;;3;2021;102;MATHEMATIQUE-PHYSIQUE;37;25;12;12;7;5
20475;12029077;;;;3;2021;102;MATHEMATIQUE-PHYSIQUE;60;40;20;20;11;9
20476;12029087;;;;3;2021;102;MATHEMATIQUE-PHYSIQUE;25;17;8;8;4;4
20477;12029097;;;;3;2021;102;MATHEMATIQUE-PHYSIQUE;1;1;0;0;0;0
20478;12032011;;;;3;2021;101;LATIN-PHILOSOPHIE;54;36;18;18;10;8
20479;12032027;;;;3;2021;101;LATIN-PHILOSOPHIE;29;19;10;10;6;4
20480;12032037;INSAINTITUTITUT MAZINGA LUNGA;;;3;2021;101;LATIN-PHILOSOPHIE;30;20;10;10;6;4
20481;12032047;INSAINTITUTITUT MUDILO;;;3;2021;101;LATIN-PHILOSOPHIE;27;18;9;9;5;4
20482;12032052;COMPLEXE SCOLLEGEAIRE MONT TSHIKENGE/LA CADETTE;;;3;2021;201;PEDAGOGIE GENERALE;11;7;4;4;2;2
20483;12034016;INSAINTITUTITUT DE KANGU;;;3;2021;201;PEDAGOGIE GENERALE;15;10;5;5;3;2
20484;12034027;INSAINTITUTITUT BULUNGIDI;;;3;2021;201;PEDAGOGIE GENERALE;5;3;2;2;1;1
20485;12034037;INSAINTITUTITUT LUSALA;;;3;2021;201;PEDAGOGIE GENERALE;9;6;3;3;2;1
20486;12034047;INSAINTITUTITUT NGANOTRE DAMEA BULA;;;3;2021;201;PEDAGOGIE GENERALE;11;7;4;4;2;2
20487;12034057;INSAINTITUTITUT KINZAU -MVUETE;;;3;2021;201;PEDAGOGIE GENERALE;3;2;1;1;1;0
20488;12034067;INSAINTITUTITUT KUIMBA;;;3;2021;101;LATIN-PHILOSOPHIE;69;46;23;23;13;10
20489;12034077;AUTODIDACTES;;;3;2021;101;LATIN-PHILOSOPHIE;48;32;16;16;9;7
20490;12034081;INSAINTITUTITUT BOMA MUNGU 1;;;3;2021;101;LATIN-PHILOSOPHIE;61;41;20;20;11;9
20491;12034097;COMPLEXE SCOLLEGEAIRE EMERAUDE DU CONGO;;;3;2021;101;LATIN-PHILOSOPHIE;97;65;32;32;18;14
20492;12034107;COMPLEXE SCOLLEGEAIRE CHRISAINT NOTRE VIE;;;3;2021;102;MATHEMATIQUE-PHYSIQUE;27;18;9;9;5;4
20493;12038017;AUTODIDACTES;;;3;2021;201;PEDAGOGIE GENERALE;5;3;2;2;1;1
20494;12038027;LYCEE VUVU - KIETO;;;3;2021;102;MATHEMATIQUE-PHYSIQUE;11;7;4;4;2;2
20495;12038037;COMPLEXE SCOLLEGEAIRE LES CHERUBINS 2;;;3;2021;201;PEDAGOGIE GENERALE;19;13;6;6;3;3
20496;12039011;;;;3;2021;201;PEDAGOGIE GENERALE;27;18;9;9;5;4
20497;12039022;;;;3;2021;201;PEDAGOGIE GENERALE;1;1;0;0;0;0
20498;12039037;;;;3;2021;101;LATIN-PHILOSOPHIE;69;46;23;23;13;10
20499;12039047;INSAINTITUTITUT MONSEIGNEUR NOTRE DAMEUDI 2;;;3;2021;101;LATIN-PHILOSOPHIE;33;22;11;11;6;5
20500;12039057;COMPLEXE SCOLLEGEAIRE LA LUMIERE;;;3;2021;101;LATIN-PHILOSOPHIE;39;26;13;13;7;6
20501;12044017;;;;3;2021;102;MATHEMATIQUE-PHYSIQUE;39;26;13;13;7;6
20502;12044027;;;;3;2021;102;MATHEMATIQUE-PHYSIQUE;48;32;16;16;9;7
20503;12044037;;;;3;2021;102;MATHEMATIQUE-PHYSIQUE;24;16;8;8;4;4
20504;12044047;LYCEE NOTRE DAME;;;3;2021;201;PEDAGOGIE GENERALE;1;1;0;0;0;0
20505;12044057;INSAINTITUTITUT LUNGIKAMA;;;3;2021;102;MATHEMATIQUE-PHYSIQUE;37;25;12;12;7;5
20506;12044062;;;;3;2021;102;MATHEMATIQUE-PHYSIQUE;37;25;12;12;7;5
20507;12044077;INSAINTITUTITUT NGUIZANI;;;3;2021;102;MATHEMATIQUE-PHYSIQUE;18;12;6;6;3;3
20508;12044087;;;;3;2021;201;PEDAGOGIE GENERALE;5;3;2;2;1;1
20509;12046017;;;;3;2021;201;PEDAGOGIE GENERALE;24;16;8;8;4;4
20510;12046027;;;;3;2021;201;PEDAGOGIE GENERALE;5;3;2;2;1;1
20511;12046037;LYCEE KIMPANGI;;;3;2021;201;PEDAGOGIE GENERALE;12;8;4;4;2;2
20512;12046047;;;;3;2021;201;PEDAGOGIE GENERALE;1;1;0;0;0;0
20513;12046051;INSAINTITUTITUT TECHNIQUEA.S. BANA SCAM;;;3;2021;102;MATHEMATIQUE-PHYSIQUE;25;17;8;8;4;4
20514;12046067;INSAINTITUTITUT SAINTE FAMILLE;;;3;2021;102;MATHEMATIQUE-PHYSIQUE;12;8;4;4;2;2
20515;12046077;;;;3;2021;101;LATIN-PHILOSOPHIE;33;22;11;11;6;5
20516;12046087;;;;3;2021;101;LATIN-PHILOSOPHIE;12;8;4;4;2;2
20517;12047017;;;;3;2021;102;MATHEMATIQUE-PHYSIQUE;35;23;12;12;7;5
20518;12047027;;;;3;2021;102;MATHEMATIQUE-PHYSIQUE;19;13;6;6;3;3
20519;12047037;;;;3;2021;101;LATIN-PHILOSOPHIE;35;23;12;12;7;5
20520;12047042;INSAINTITUTITUT KIMVUZA;;;3;2021;101;LATIN-PHILOSOPHIE;17;11;6;6;3;3
20521;12047057;INSAINTITUTITUT KUAKUA;;;3;2021;102;MATHEMATIQUE-PHYSIQUE;36;24;12;12;7;5
20522;12047062;LYCEE SADISANGA;;;3;2021;201;PEDAGOGIE GENERALE;5;3;2;2;1;1
20523;12047077;INSAINTITUTITUT VANGA;;;3;2021;102;MATHEMATIQUE-PHYSIQUE;9;6;3;3;2;1
20524;12047087;INSAINTITUTITUT KUPIKA;;;3;2021;102;MATHEMATIQUE-PHYSIQUE;21;14;7;7;4;3
20525;12049017;;;;3;2021;102;MATHEMATIQUE-PHYSIQUE;18;12;6;6;3;3
20526;12049027;INSAINTITUTITUT MBAMBI;;;3;2021;102;MATHEMATIQUE-PHYSIQUE;3;2;1;1;1;0
20527;12049031;INSAINTITUTITUT NIOLO;;;3;2021;101;LATIN-PHILOSOPHIE;27;18;9;9;5;4
20528;12049047;INSAINTITUTITUT LONOTRE DAMEE;;;3;2021;101;LATIN-PHILOSOPHIE;55;37;18;18;10;8
20529;12049057;;;;3;2021;101;LATIN-PHILOSOPHIE;54;36;18;18;10;8
20530;12051017;INSAINTITUTITUT JOURDAIN;;;3;2021;102;MATHEMATIQUE-PHYSIQUE;51;34;17;17;9;8
20531;12051027;COLLEGEEGE DE LA SAGESSE;;;3;2021;102;MATHEMATIQUE-PHYSIQUE;39;26;13;13;7;6
20532;12055017;;;;3;2021;102;MATHEMATIQUE-PHYSIQUE;15;10;5;5;3;2
20533;12055027;COMPLEXE SCOLLEGEAIRE LA BORNE/MUANOTRE DAMEA;;;3;2021;102;MATHEMATIQUE-PHYSIQUE;9;6;3;3;2;1
20534;12055037;;;;3;2021;201;PEDAGOGIE GENERALE;9;6;3;3;2;1
20535;12055047;INSAINTITUTITUT NLEMVO;;;3;2021;101;LATIN-PHILOSOPHIE;83;55;28;28;15;13
20536;12055057;LYCEE MARIAL;;;3;2021;101;LATIN-PHILOSOPHIE;59;39;20;20;11;9
20537;12055067;INSAINTITUTITUT PHUKUTA LELO/LES ANGE;;;3;2021;101;LATIN-PHILOSOPHIE;19;13;6;6;3;3
20538;12055077;;;;3;2021;201;PEDAGOGIE GENERALE;12;8;4;4;2;2
20539;12055087;INSAINTITUTITUT KIMBANZA;;;3;2021;201;PEDAGOGIE GENERALE;18;12;6;6;3;3
20540;12056010;;;;3;2021;301;COMMERCIALE ET GESTION;5;3;2;2;1;1
20541;12003017;;;;3;2021;301;COMMERCIALE ET GESTION;3;2;1;1;1;0
20542;12003025;INSAINTITUTITUT MANGITUKUA;;;3;2021;102;MATHEMATIQUE-PHYSIQUE;21;14;7;7;4;3
20543;12003032;LYCEE MONAKO;;;3;2021;102;MATHEMATIQUE-PHYSIQUE;18;12;6;6;3;3
20544;12008012;COMPLEXE SCOLLEGEAIRE SAINT JEAN CLAUDOS;;;3;2021;102;MATHEMATIQUE-PHYSIQUE;63;42;21;21;12;9
20545;12008021;COMPLEXE SCOLLEGEAIRE NOTRE DAMEEZI LA FLEUR;;;3;2021;102;MATHEMATIQUE-PHYSIQUE;11;7;4;4;2;2
20546;12018017;INSAINTITUTITUT TECHNIQUEINSAINTITUTITUT LUKULA;;;3;2021;102;MATHEMATIQUE-PHYSIQUE;17;11;6;6;3;3
20547;12019017;INSAINTITUTITUT KIMPUANZA;;;3;2021;102;MATHEMATIQUE-PHYSIQUE;25;17;8;8;4;4
20548;12024011;;;;3;2021;102;MATHEMATIQUE-PHYSIQUE;18;12;6;6;3;3
20549;12028019;;;;3;2021;102;MATHEMATIQUE-PHYSIQUE;33;22;11;11;6;5
20550;12028027;;;;3;2021;201;PEDAGOGIE GENERALE;21;14;7;7;4;3
20551;12028031;INSAINTITUTITUT KINGOLA MFUKA;;;3;2021;201;PEDAGOGIE GENERALE;21;14;7;7;4;3
20552;12034017;INSAINTITUTITUT MARANATHA 2;;;3;2021;301;COMMERCIALE ET GESTION;1;1;0;0;0;0
20553;12047017;INSAINTITUTITUT 1 MINKONOTRE DAMEO;;;3;2021;201;PEDAGOGIE GENERALE;12;8;4;4;2;2
20554;12047027;COMPLEXE SCOLLEGEAIRE LES CHERUBINS;;;3;2021;301;COMMERCIALE ET GESTION;1;1;0;0;0;0
20555;12047037;INSAINTITUTITUT SUNGA;;;3;2021;101;LATIN-PHILOSOPHIE;42;28;14;14;8;6
20556;12056010;COMPLEXE SCOLLEGEAIRE HOREB;;;3;2021;101;LATIN-PHILOSOPHIE;41;27;14;14;8;6
20557;12002017;;;;3;2021;101;LATIN-PHILOSOPHIE;47;31;16;16;9;7
20558;12002027;COLLEGEEGE VUVU-KIETO;;;3;2021;201;PEDAGOGIE GENERALE;3;2;1;1;1;0
20559;12002037;;;;3;2021;301;COMMERCIALE ET GESTION;6;4;2;2;1;1
20560;12002041;INSAINTITUTITUT BON MARCHE;;;3;2021;201;PEDAGOGIE GENERALE;9;6;3;3;2;1
20561;12002057;INSAINTITUTITUT KIVEVE 2;;;3;2021;201;PEDAGOGIE GENERALE;9;6;3;3;2;1
20562;12003017;INSAINTITUTITUT NSUNGU;;;3;2021;201;PEDAGOGIE GENERALE;7;5;2;2;1;1
20563;12003025;;;;3;2021;201;PEDAGOGIE GENERALE;11;7;4;4;2;2
